#最大Miese应力(MPa)   最大Miese应变  密度kg/m^3  弹模GPa  转速r/min 
8.37065000e+02 8.05356535e-03 7.523202062811911674e+03 1.806458232145679403e+02 2.207251155466102136e+04 
3.83733000e+02 3.67756477e-03 6.778563309045350252e+03 1.641243363994793185e+02 1.502409050202944309e+04 
4.81775000e+02 4.38437497e-03 8.485081605346451397e+03 1.819908349657334838e+02 1.541566944939786481e+04 
4.93173000e+02 4.62478870e-03 8.378381392357721779e+03 1.792103294734300789e+02 1.580724839676628471e+04 
4.89869000e+02 6.22579857e-03 8.190767625714112000e+03 1.367682242102721943e+02 1.619882734413470644e+04 
6.13389000e+02 5.97100363e-03 9.766170866041931731e+03 1.785672075146095779e+02 1.659040629150312816e+04 
4.65661000e+02 4.26276731e-03 6.708155758884778152e+03 1.795086970510290314e+02 1.698198523887154806e+04 
6.01764000e+02 6.49231232e-03 8.737517852285596746e+03 1.611122863631310338e+02 1.737356418623996797e+04 
6.67599000e+02 8.61560125e-03 9.273164511978457085e+03 1.346668758461468940e+02 1.776514313360839151e+04 
7.39716000e+02 8.29400888e-03 9.830682074674252362e+03 1.550051151360421500e+02 1.815672208097681141e+04 
7.26809000e+02 8.64792134e-03 9.257938904917175023e+03 1.460634734568590147e+02 1.854830102834523132e+04 
7.72594000e+02 8.93499664e-03 9.437697401849149173e+03 1.502724706725043120e+02 1.893987997571365486e+04 
7.83383000e+02 7.46768655e-03 9.178976342188556373e+03 1.823333389947099761e+02 1.933145892308207476e+04 
8.35084000e+02 7.91825859e-03 9.399567127023863577e+03 1.832998519781474158e+02 1.972303787045049830e+04 
6.52602000e+02 6.08685839e-03 6.740106921735960896e+03 1.863656501680615349e+02 2.059576520744623849e+04 
6.69783000e+02 7.25522719e-03 6.662118454480727451e+03 1.604593573358177139e+02 2.098734415481466203e+04 
7.50618000e+02 7.09137056e-03 7.191480301452141248e+03 1.839825180389560728e+02 2.137892310218308194e+04 
7.97847000e+02 7.43238516e-03 7.370506894889497744e+03 1.865823812615553550e+02 2.177050204955150184e+04 
1.00567000e+03 9.46322481e-03 8.967317728794396317e+03 1.846804436719433227e+02 2.216208099691992538e+04 
4.56800000e+02 3.99398612e-03 8.156536035143784829e+03 1.844000996975355235e+02 1.511365994428834529e+04 
4.66194000e+02 3.71275750e-03 7.736355973055414324e+03 1.979219634662828184e+02 1.550523889165676701e+04 
4.77759000e+02 4.65930834e-03 8.043623115443490860e+03 1.726893256623579305e+02 1.589681783902518691e+04 
4.90858000e+02 4.39885824e-03 7.748997864147935616e+03 1.849687366147537659e+02 1.628839678639360864e+04 
5.34682000e+02 4.85887206e-03 8.256777025686993511e+03 1.873114371504933331e+02 1.667997573376202854e+04 
5.63596000e+02 5.26036730e-03 8.470000258677555394e+03 1.860262663898370192e+02 1.707155468113045208e+04 
4.96025000e+02 4.44056497e-03 6.829307325969806698e+03 1.856408917251359014e+02 1.746313362849887199e+04 
6.38524000e+02 7.24731877e-03 8.777198078318571788e+03 1.531371576673853383e+02 1.785471257586729189e+04 
6.80286000e+02 6.74692367e-03 8.950671762529098487e+03 1.752596547841836809e+02 1.824629152323571543e+04 
5.59095000e+02 4.91346742e-03 6.932022117882593193e+03 1.942178620609726067e+02 1.863787047060413533e+04 
7.63002000e+02 7.09453521e-03 9.226093442813338697e+03 1.869354451595630167e+02 1.902944941797255524e+04 
8.16041000e+02 7.05387533e-03 9.471092815160676764e+03 2.010828135806156354e+02 1.942102836534097878e+04 
8.63944000e+02 9.63090214e-03 9.644566499371203463e+03 1.558879284777258363e+02 1.981260731270939868e+04 
9.15196000e+02 8.84792185e-03 9.818040183581730162e+03 1.797630098728842540e+02 2.020418626007781859e+04 
8.61258000e+02 1.07152220e-02 8.493285275777330753e+03 1.396619443567148551e+02 2.108800323289146763e+04 
7.43231000e+02 7.43320480e-03 7.055103127305830640e+03 1.737895733817460382e+02 2.147958218025989117e+04 
8.98544000e+02 8.10844469e-03 8.223381612375464101e+03 1.926013612815229408e+02 2.187116112762831108e+04 
8.19677000e+02 8.37817274e-03 7.243211030798592219e+03 1.700352968987784834e+02 2.226274007499673098e+04 
4.23832000e+02 3.92075738e-03 7.434001658578065872e+03 1.733719917231665875e+02 1.521431902236515452e+04 
4.77657000e+02 4.14797946e-03 8.083303341476466812e+03 1.877195074250942639e+02 1.560589796973357443e+04 
4.52633000e+02 5.00979230e-03 7.670346573082533723e+03 1.551038662121945890e+02 1.599747691710199615e+04 
5.09108000e+02 5.23978655e-03 8.301370079630696637e+03 1.685998031576405936e+02 1.638905586447041787e+04 
5.28065000e+02 5.17372948e-03 8.185251337550180324e+03 1.765336515346568262e+02 1.678063481183883778e+04 
5.40238000e+02 4.82888176e-03 7.857960339726142593e+03 1.901192233668185168e+02 1.717221375920725768e+04 
6.00502000e+02 5.52108995e-03 8.532198705971233721e+03 1.890645191762598074e+02 1.756379270657568122e+04 
5.35970000e+02 5.03899408e-03 7.208279308587654668e+03 1.827471715786932123e+02 1.795537165394410113e+04 
6.77535000e+02 8.30767487e-03 8.821791132262276733e+03 1.417405600566732176e+02 1.834695060131252103e+04 
7.21005000e+02 7.82183819e-03 8.995264816472801613e+03 1.602108418779116619e+02 1.873852954868094457e+04 
7.26819000e+02 6.81618920e-03 8.697438473886642896e+03 1.853453890310582608e+02 1.913010849604936448e+04 
8.12870000e+02 8.39991820e-03 9.342212184893855010e+03 1.681859705736573574e+02 1.952168744341778438e+04 
8.30318000e+02 8.00676505e-03 9.168738500683328311e+03 1.802377529399670379e+02 1.991326639078620792e+04 
9.05189000e+02 1.05539247e-02 9.625664789626338461e+03 1.490316786449039625e+02 2.030484533815462783e+04 
9.30965000e+02 8.54235530e-03 9.515685869104381709e+03 1.894070232052362996e+02 2.069642428552304773e+04 
6.78838000e+02 6.10005166e-03 6.605089624834824463e+03 1.934393343785878585e+02 2.121746948575775241e+04 
7.24154000e+02 8.96966863e-03 6.797461863865970372e+03 1.403050663155353277e+02 2.160904843312617595e+04 
7.70624000e+02 7.01089711e-03 6.970935548076496161e+03 1.910562022494823964e+02 2.200062738049459585e+04 
4.18229000e+02 3.32600486e-03 7.215934920423835138e+03 1.912563495303574257e+02 1.495220632786301576e+04 
4.55544000e+02 3.85432029e-03 7.809588666722731432e+03 1.885055787200168993e+02 1.534378527523143748e+04 
5.45468000e+02 4.79530950e-03 9.431412589127701722e+03 1.929438653104994614e+02 1.573536422259985738e+04 
4.85448000e+02 4.59221002e-03 7.909829657265940114e+03 1.773264154870092000e+02 1.612694316996827911e+04 
4.61112000e+02 3.72618770e-03 6.750344763241188048e+03 1.952909699877328080e+02 1.651852211733669901e+04 
5.38812000e+02 4.66860581e-03 8.011777653339654535e+03 1.943851213610196567e+02 1.691010106470512255e+04 
5.30749000e+02 5.58651095e-03 7.776105521835451327e+03 1.651445975364825927e+02 1.730168001207354246e+04 
6.01557000e+02 5.48392943e-03 8.422595098061339741e+03 1.906810199557094450e+02 1.769325895944196236e+04 
6.74504000e+02 6.15550397e-03 9.033721203782191878e+03 1.904722872648261784e+02 1.808483790681038590e+04 
7.45579000e+02 7.37679326e-03 9.564806894939272752e+03 1.756734873681669171e+02 1.847641685417880581e+04 
7.41176000e+02 6.69981128e-03 9.116489834903444716e+03 1.922909362831861415e+02 1.886799580154722571e+04 
6.76847000e+02 6.40188698e-03 7.992879098519034414e+03 1.837745950452301713e+02 1.925957474891564925e+04 
8.70014000e+02 7.79420607e-03 9.862633237525435106e+03 1.940091293700893402e+02 1.965115369628406916e+04 
8.95607000e+02 1.10399225e-02 9.778359957548753300e+03 1.409564977911419703e+02 2.004273264365248906e+04 
9.13121000e+02 8.15559849e-03 9.573040811234390276e+03 1.945930443547455297e+02 2.043431159102090896e+04 
9.64365000e+02 1.05863706e-02 9.746514495444916975e+03 1.582876444194500891e+02 2.082589053838933251e+04 
8.17497000e+02 7.21372471e-03 7.562882288844887626e+03 1.969761764838509919e+02 2.175322117817371691e+04 
1.02174000e+03 9.40702957e-03 9.124145446739625186e+03 1.887540941779229797e+02 2.214480012554214045e+04 
4.08521000e+02 3.50482885e-03 7.034805624377128879e+03 1.804456759336928826e+02 1.509637907291056035e+04 
4.13955000e+02 4.25714093e-03 7.176254694390859186e+03 1.598100809239919329e+02 1.548795802027898208e+04 
4.56365000e+02 3.77779672e-03 7.260527974367539173e+03 1.914737839080618187e+02 1.587953696764740198e+04 
4.64811000e+02 3.97588128e-03 7.149925520450954536e+03 1.882172857772064845e+02 1.627111591501582370e+04 
4.89060000e+02 5.75651818e-03 7.728700361219233855e+03 1.476771181036606322e+02 1.666269486238424361e+04 
5.93345000e+02 5.28898251e-03 8.943016150692918018e+03 1.950106260133250089e+02 1.705427380975266715e+04 
5.71117000e+02 4.90230635e-03 8.075647729640286343e+03 1.987153440818866557e+02 1.744585275712108705e+04 
5.93513000e+02 5.37226435e-03 8.177017421255062800e+03 1.920424208252800611e+02 1.783743170448950696e+04 
7.06722000e+02 6.26318993e-03 9.314265097215449714e+03 1.961382033867861310e+02 1.822901065185793050e+04 
6.80438000e+02 6.02685000e-03 8.596068782271864620e+03 1.962514180409253584e+02 1.862058959922635040e+04 
7.23835000e+02 6.73402901e-03 8.769542466482391319e+03 1.868366940834105776e+02 1.901216854659477031e+04 
6.79234000e+02 6.22836513e-03 7.902174045429760554e+03 1.895631084951001526e+02 1.940374749396319385e+04 
7.95236000e+02 7.02946652e-03 8.884662362556216976e+03 1.966367927056264762e+02 1.979532644133161375e+04 
7.23302000e+02 9.21849224e-03 7.780949026999118360e+03 1.363543916262889297e+02 2.018690538870003365e+04 
8.34953000e+02 1.00481339e-02 8.643473942888082092e+03 1.443945888202526930e+02 2.057848433606845356e+04 
9.67624000e+02 9.28889725e-03 9.636910887535022994e+03 1.810311335555708752e+02 2.097006328343687710e+04 
9.81526000e+02 9.17714660e-03 9.419223497620880153e+03 1.858701810999731379e+02 2.136164223080529700e+04 
7.61687000e+02 6.64924989e-03 6.735263416572292954e+03 1.991161050358063846e+02 2.225180692013699809e+04 
4.20531000e+02 3.12114399e-03 6.868987552002782650e+03 2.004313821050090212e+02 1.520338586750541799e+04 
4.92142000e+02 5.47028219e-03 8.879146074392287119e+03 1.563857068298380568e+02 1.559496481487383971e+04 
4.58991000e+02 3.55433788e-03 7.069737346588065520e+03 2.007297496826079737e+02 1.598654376224226144e+04 
4.89691000e+02 3.97357972e-03 7.429158153414398839e+03 1.983300337408837493e+02 1.637812270961068134e+04 
5.18925000e+02 4.26094438e-03 7.656596368623484523e+03 2.000175495210257566e+02 1.676970165697910488e+04 
5.52969000e+02 6.12520598e-03 8.232322406715298712e+03 1.569225152305545521e+02 1.716128060434752479e+04 
5.17189000e+02 4.28514228e-03 6.976451836240427838e+03 1.985474681185881423e+02 1.755285955171594469e+04 
6.00651000e+02 5.14823824e-03 8.123052890256503815e+03 2.014588055715459802e+02 1.794443849908436823e+04 
6.11026000e+02 6.67901816e-03 7.964660552714872210e+03 1.590167003083880672e+02 1.833601744645278814e+04 
7.52647000e+02 9.02884981e-03 9.405083415187797073e+03 1.448693318873354485e+02 1.872759639382120804e+04 
7.11133000e+02 8.13431062e-03 8.523964789676116197e+03 1.519430160978617721e+02 1.911917534118962794e+04 
7.66603000e+02 6.61983167e-03 8.816947627098608791e+03 2.012915462714989303e+02 1.951075428855805148e+04 
8.07240000e+02 9.48293689e-03 8.931770052784235304e+03 1.479314309255158548e+02 1.990233323592647139e+04 
8.62196000e+02 7.48645136e-03 9.163894995519662189e+03 2.001736348108896095e+02 2.029391218329489129e+04 
9.11868000e+02 9.70091839e-03 9.337368679730188887e+03 1.633469230292550947e+02 2.068549113066331483e+04 
9.63661000e+02 1.08943546e-02 9.510842363940713767e+03 1.536960981236282180e+02 2.107707007803173474e+04 
1.01956000e+03 8.91170282e-03 9.684316048151240466e+03 1.988278120929959414e+02 2.146864902540015464e+04 
1.07594000e+03 9.30328065e-03 9.857789732361767165e+03 2.009840625044631963e+02 2.186022797276857455e+04 
