#最大Miese应力(MPa)   最大Miese应变  密度kg/m^3  弹模GPa  转速r/min 
6.88379000e+02 7.30678056e-03 8.29287287e+03 1.63750004e+02 1.90693558e+04 
6.93635000e+02 7.10541248e-03 8.23814869e+03 1.69679092e+02 1.92046286e+04 
7.00402000e+02 7.22671852e-03 8.20250092e+03 1.68457274e+02 1.93399013e+04 
6.27315000e+02 6.58051378e-03 8.49606321e+03 1.65701128e+02 1.79871740e+04 
6.28933000e+02 6.42587932e-03 8.39111146e+03 1.70127330e+02 1.81224468e+04 
6.10350000e+02 6.36674957e-03 7.94746397e+03 1.66634354e+02 1.83454820e+04 
6.24111000e+02 6.58797573e-03 8.00739125e+03 1.64667979e+02 1.84807547e+04 
6.41055000e+02 6.50304562e-03 8.10463137e+03 1.71349148e+02 1.86160275e+04 
6.39473000e+02 6.52693586e-03 7.96851150e+03 1.70299809e+02 1.87513002e+04 
6.70344000e+02 7.01845158e-03 8.23294560e+03 1.66013637e+02 1.88865729e+04 
6.77987000e+02 6.92100948e-03 8.20822059e+03 1.70271998e+02 1.90218456e+04 
6.95942000e+02 7.33232845e-03 8.30702761e+03 1.64971822e+02 1.91571184e+04 
7.17802000e+02 7.60646840e-03 8.44792969e+03 1.64018239e+02 1.92923911e+04 
6.02987000e+02 6.43819507e-03 8.21132965e+03 1.62796421e+02 1.79396638e+04 
6.32763000e+02 6.81044585e-03 8.48680943e+03 1.61495370e+02 1.80749366e+04 
6.46893000e+02 6.58421051e-03 8.54673670e+03 1.70777070e+02 1.82102093e+04 
6.25359000e+02 6.23810553e-03 7.99323650e+03 1.74253855e+02 1.85153540e+04 
6.54759000e+02 7.00230826e-03 8.24710034e+03 1.62528186e+02 1.86506267e+04 
6.86392000e+02 7.22348038e-03 8.52023609e+03 1.65160824e+02 1.87858995e+04 
6.65393000e+02 7.03162733e-03 8.14257365e+03 1.64479310e+02 1.89211722e+04 
6.93630000e+02 7.20913617e-03 8.36695488e+03 1.67235456e+02 1.90564449e+04 
6.88381000e+02 7.17583516e-03 8.18717307e+03 1.66740437e+02 1.91917177e+04 
6.90750000e+02 7.22416940e-03 8.10074518e+03 1.66193641e+02 1.93269904e+04 
6.24059000e+02 6.31366153e-03 8.46419501e+03 1.71810219e+02 1.79742631e+04 
6.02625000e+02 6.29269006e-03 8.05316378e+03 1.66461875e+02 1.81095358e+04 
6.35768000e+02 6.60091442e-03 8.36861100e+03 1.67415459e+02 1.82448086e+04 
6.48569000e+02 6.76641176e-03 8.41136335e+03 1.66606543e+02 1.83800813e+04 
6.26481000e+02 6.58321360e-03 7.93851233e+03 1.65412536e+02 1.85958211e+04 
6.76143000e+02 6.97169209e-03 8.44221001e+03 1.68573889e+02 1.87310938e+04 
6.53551000e+02 6.97049620e-03 8.04470410e+03 1.62968900e+02 1.88663665e+04 
6.69096000e+02 6.92417687e-03 8.11829415e+03 1.67962255e+02 1.90016393e+04 
6.91541000e+02 6.92704032e-03 8.27125692e+03 1.73524550e+02 1.91369120e+04 
7.11289000e+02 7.17792254e-03 8.38800241e+03 1.72239343e+02 1.92721847e+04 
6.08012000e+02 6.29621960e-03 8.29807596e+03 1.67856172e+02 1.79194574e+04 
6.21740000e+02 6.56914647e-03 8.35800324e+03 1.64513075e+02 1.80547302e+04 
6.42480000e+02 6.80265528e-03 8.50785696e+03 1.64162907e+02 1.81900029e+04 
6.24461000e+02 6.45410817e-03 8.14829332e+03 1.68178530e+02 1.83252756e+04 
6.64150000e+02 6.87850693e-03 8.53778505e+03 1.67828361e+02 1.84605483e+04 
6.29416000e+02 6.35626818e-03 7.91169328e+03 1.72122728e+02 1.86705557e+04 
6.47105000e+02 6.68195838e-03 8.01664503e+03 1.68333434e+02 1.88058284e+04 
6.57696000e+02 6.84860288e-03 8.03154783e+03 1.66922946e+02 1.89411011e+04 
6.77177000e+02 6.75354007e-03 8.15140237e+03 1.74287621e+02 1.90763738e+04 
7.08123000e+02 7.46873807e-03 8.40426773e+03 1.64791819e+02 1.92116466e+04 
5.92074000e+02 6.08310636e-03 8.13649958e+03 1.69184073e+02 1.78589193e+04 
6.11817000e+02 6.30627479e-03 8.28052700e+03 1.68637277e+02 1.79941920e+04 
6.24900000e+02 6.56772441e-03 8.33118419e+03 1.65384725e+02 1.81294648e+04 
6.52401000e+02 6.56572654e-03 8.56778423e+03 1.72715634e+02 1.82647375e+04 
6.53059000e+02 6.79895720e-03 8.45103874e+03 1.66956711e+02 1.84000102e+04 
6.51537000e+02 6.70488192e-03 8.30868373e+03 1.68905512e+02 1.85352829e+04 
6.41101000e+02 6.57957889e-03 7.92484955e+03 1.69366582e+02 1.88267536e+04 
6.64080000e+02 6.97367272e-03 8.09147510e+03 1.65518619e+02 1.89620263e+04 
6.69418000e+02 6.80378614e-03 8.04081791e+03 1.71017525e+02 1.90972990e+04 
7.03278000e+02 7.16577597e-03 8.32807514e+03 1.70588401e+02 1.92325718e+04 
5.82341000e+02 5.92303661e-03 7.98477682e+03 1.70900910e+02 1.78798445e+04 
6.08785000e+02 6.40398164e-03 8.22059973e+03 1.65240057e+02 1.80151172e+04 
6.22826000e+02 6.37354489e-03 8.28441319e+03 1.69859095e+02 1.81503899e+04 
6.36483000e+02 6.45122357e-03 8.34045427e+03 1.71493816e+02 1.82856627e+04 
6.25449000e+02 6.39325512e-03 8.07657230e+03 1.70048097e+02 1.84209354e+04 
6.64978000e+02 6.77434773e-03 8.46030882e+03 1.70622166e+02 1.85562081e+04 
6.76982000e+02 6.96069105e-03 8.48846554e+03 1.69050180e+02 1.86914809e+04 
6.52993000e+02 6.61741794e-03 7.94912009e+03 1.71521627e+02 1.89707985e+04 
6.64981000e+02 7.06630097e-03 7.98089064e+03 1.63570001e+02 1.91060713e+04 
6.81064000e+02 6.97189434e-03 8.05836687e+03 1.69795707e+02 1.92413440e+04 
6.14320000e+02 6.41780570e-03 8.41272741e+03 1.66382642e+02 1.78886167e+04 
6.05210000e+02 6.17345766e-03 8.16455864e+03 1.70405891e+02 1.80238894e+04 
6.18902000e+02 6.18397508e-03 8.22448592e+03 1.73965263e+02 1.81591622e+04 
6.30627000e+02 6.68632177e-03 8.25635412e+03 1.63939006e+02 1.82944349e+04 
6.42775000e+02 6.59546252e-03 8.29150881e+03 1.69400348e+02 1.84297076e+04 
6.60836000e+02 7.04358587e-03 8.40038155e+03 1.63074982e+02 1.85649803e+04 
6.37845000e+02 6.62495904e-03 7.99187244e+03 1.67352070e+02 1.87002531e+04 
6.90394000e+02 7.00656645e-03 8.52412228e+03 1.71269915e+02 1.88355258e+04 
6.66769000e+02 7.14404622e-03 7.95671776e+03 1.62224343e+02 1.91608567e+04 
6.80773000e+02 6.84583345e-03 8.00904736e+03 1.72849528e+02 1.92961294e+04 
6.19838000e+02 6.17636034e-03 8.43613594e+03 1.74442524e+02 1.79434021e+04 
6.04949000e+02 6.01976107e-03 8.11172699e+03 1.74682979e+02 1.80786749e+04 
6.19947000e+02 6.26519018e-03 8.18882918e+03 1.71998888e+02 1.82139476e+04 
6.33857000e+02 6.41955493e-03 8.24875645e+03 1.71627709e+02 1.83492203e+04 
6.63805000e+02 6.66826277e-03 8.51096601e+03 1.73032037e+02 1.84844931e+04 
6.66903000e+02 6.77574090e-03 8.42688216e+03 1.71080913e+02 1.86197658e+04 
6.85110000e+02 7.29404687e-03 8.53258196e+03 1.63257491e+02 1.87550385e+04 
6.77456000e+02 6.81672076e-03 8.31628139e+03 1.72743445e+02 1.88903112e+04 
7.06422000e+02 7.26203766e-03 8.54839282e+03 1.69077991e+02 1.90255840e+04 
6.71488000e+02 6.71589274e-03 7.93194517e+03 1.73792784e+02 1.92573608e+04 
5.91161000e+02 5.96382678e-03 8.08264637e+03 1.72302732e+02 1.79046335e+04 
5.97872000e+02 6.00491492e-03 8.05179972e+03 1.73065802e+02 1.80399062e+04 
6.02876000e+02 6.46722822e-03 7.99843960e+03 1.62035673e+02 1.81751790e+04 
6.25245000e+02 6.30066774e-03 8.17165426e+03 1.72491733e+02 1.83104517e+04 
6.50513000e+02 6.49579931e-03 8.37620867e+03 1.74071346e+02 1.84457244e+04 
6.48684000e+02 6.49084752e-03 8.23158153e+03 1.73713551e+02 1.85809972e+04 
6.67925000e+02 6.69305196e-03 8.35280014e+03 1.73461161e+02 1.87162699e+04 
6.82952000e+02 6.80026426e-03 8.41793051e+03 1.74566365e+02 1.88515426e+04 
6.89784000e+02 7.36814505e-03 8.38228274e+03 1.62717188e+02 1.89868153e+04 
7.12226000e+02 7.11724475e-03 8.53121790e+03 1.73937452e+02 1.91220881e+04 
